Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Ken Griffey Jr.,33,CIN,NL,53,201,166,34,41,12,1,13,26,1,0,27,44,0.247,0.37,0.5660000000000001,0.9359999999999999,94,3,6,1,1,5
Jeremy Griffiths,25,NYM,NL,7,11,9,0,0,0,0,0,0,0,0,1,3,0.0,0.1,0.0,0.1,0,0,0,1,0,0
Jason Grimsley,35,KCR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Marquis Grissom,36,SFG,NL,149,618,587,82,176,33,3,20,79,11,3,20,82,0.3,0.322,0.46799999999999997,0.79,275,14,2,3,6,0
Buddy Groom,37,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mark Grudzielanek,33,CHC,NL,121,531,481,73,151,38,1,3,38,6,2,30,64,0.314,0.366,0.41600000000000004,0.782,200,12,11,7,2,0
Kevin Gryboski,29,ATL,NL,60,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Eddie Guardado,32,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Vladimir Guerrero,28,MON,NL,112,467,394,71,130,20,3,25,79,9,5,63,53,0.33,0.426,0.586,1.012,231,18,6,0,4,22
Aaron Guiel,30,KCR,AL,99,401,354,63,98,30,0,15,52,3,5,27,63,0.27699999999999997,0.34600000000000003,0.489,0.835,173,3,13,2,5,0
Carlos Guillen,27,SEA,AL,109,451,388,63,107,19,3,7,52,4,4,52,64,0.276,0.359,0.39399999999999996,0.753,153,12,1,5,5,2
Jose Guillen,27,OAK,AL,45,186,170,25,45,7,1,8,23,0,0,7,32,0.265,0.311,0.45899999999999996,0.77,78,8,5,2,1,1
Mark Guthrie,37,CHC,NL,61,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Ricky Gutierrez,33,CLE,AL,16,56,50,2,13,3,0,0,3,0,0,3,5,0.26,0.309,0.32,0.629,16,1,1,1,1,0
Cristian Guzman,25,MIN,AL,143,585,534,78,143,15,14,3,53,18,9,30,79,0.268,0.311,0.365,0.6759999999999999,195,4,5,12,4,0
Edwards Guzman,26,MON,NL,52,155,146,15,35,5,0,1,14,0,0,5,17,0.24,0.263,0.295,0.5579999999999999,43,6,0,3,1,2
Luther Hackman,28,SDP,NL,63,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Travis Hafner,26,CLE,AL,91,324,291,35,74,19,3,14,40,2,1,22,81,0.254,0.327,0.485,0.812,141,7,10,0,1,2
Jerry Hairston,27,BAL,AL,58,259,218,25,59,12,2,2,21,14,5,23,25,0.271,0.353,0.37200000000000005,0.725,81,8,6,10,2,0
John Halama,31,OAK,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Bill Hall,23,MIL,NL,52,155,142,23,37,9,2,5,20,1,2,7,28,0.261,0.298,0.45799999999999996,0.7559999999999999,65,5,1,4,1,0
Josh Hall,22,CIN,NL,6,7,6,2,1,0,0,0,0,0,0,0,2,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,1,0,0,1,0,0
Toby Hall,27,TBD,AL,130,498,463,50,117,23,0,12,47,0,1,23,40,0.253,0.295,0.38,0.675,176,14,7,0,5,4
Roy Halladay,26,TOR,AL,2,9,9,2,1,0,0,0,0,0,0,0,3,0.111,0.111,0.111,0.222,1,0,0,0,0,0
Shane Halter,33,DET,AL,114,393,360,33,78,5,2,12,30,2,3,27,77,0.217,0.26899999999999996,0.342,0.611,123,11,0,3,3,0
Joey Hamilton,32,CIN,NL,3,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Robby Hammock,26,ARI,NL,65,216,195,30,55,10,2,8,28,3,2,17,44,0.282,0.34299999999999997,0.47700000000000004,0.82,93,5,2,0,2,3
Chris Hammond,37,NYY,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jeffrey Hammonds,32,SFG,NL,36,108,94,20,26,10,0,3,10,1,0,13,21,0.27699999999999997,0.37,0.479,0.8490000000000001,45,1,1,0,0,0
Mike Hampton,30,ATL,NL,31,74,60,6,11,2,1,2,8,0,0,5,13,0.183,0.24600000000000002,0.35,0.596,21,2,0,9,0,0
Josh Hancock,25,PHI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Dave Hansen,34,SDP,NL,110,159,135,13,33,4,1,2,15,1,0,23,25,0.244,0.358,0.33299999999999996,0.6920000000000001,45,4,1,0,0,3
Aaron Harang,25,CIN,NL,9,17,17,0,1,0,0,0,0,0,0,0,11,0.059000000000000004,0.059000000000000004,0.059000000000000004,0.11800000000000001,1,0,0,0,0,0
Dan Haren,22,STL,NL,15,28,25,0,2,2,0,0,1,0,0,1,10,0.08,0.14800000000000002,0.16,0.308,4,1,1,1,0,0
Travis Harper,27,TBD,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Lenny Harris,38,FLA,NL,13,17,14,3,4,0,0,0,1,0,0,3,1,0.28600000000000003,0.41200000000000003,0.28600000000000003,0.6970000000000001,4,1,0,0,0,0
Willie Harris,25,CHW,AL,79,150,137,19,28,3,1,0,5,12,2,10,28,0.204,0.259,0.24100000000000002,0.499,33,1,0,3,0,0
Bo Hart,26,STL,NL,77,321,296,46,82,13,5,4,28,3,1,12,64,0.27699999999999997,0.317,0.395,0.713,117,3,6,6,1,0
Ken Harvey,25,KCR,AL,135,524,485,50,129,30,0,13,64,2,3,29,94,0.266,0.313,0.408,0.721,198,15,5,3,2,4
Shigetoshi Hasegawa,34,SEA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Bill Haselman,37,BOS,AL,4,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Scott Hatteberg,33,OAK,AL,147,622,541,63,137,34,0,12,61,0,1,66,53,0.253,0.342,0.38299999999999995,0.725,207,14,9,3,3,0
LaTroy Hawkins,30,MIN,AL,6,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0
Jimmy Haynes,30,CIN,NL,17,30,23,2,6,1,0,0,3,0,0,0,4,0.261,0.261,0.304,0.565,7,0,0,7,0,0
Bryan Hebson,27,MON,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Aaron Heilman,24,NYM,NL,14,23,22,1,1,0,0,0,1,0,0,1,13,0.045,0.087,0.045,0.132,1,0,0,0,0,0
Rick Helling,32,FLA,NL,11,2,2,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5,2,0,0,0,0,0
Wes Helms,27,MIL,NL,134,536,476,56,124,21,0,23,67,0,1,43,131,0.261,0.33,0.45,0.78,214,10,10,0,7,3
Todd Helton,29,COL,NL,160,703,583,135,209,49,5,33,117,0,4,111,72,0.358,0.45799999999999996,0.63,1.088,367,19,2,0,7,21
Rickey Henderson,44,LAD,NL,30,84,72,7,15,1,0,2,5,3,0,11,16,0.20800000000000002,0.321,0.306,0.627,22,0,1,0,0,0
Mark Hendrickson,29,TOR,AL,2,4,4,1,1,0,0,1,1,0,0,0,1,0.25,0.25,1.0,1.25,4,1,0,0,0,0
Drew Henson,23,NYY,AL,5,8,8,2,1,0,0,0,0,0,0,0,2,0.125,0.125,0.125,0.25,1,0,0,0,0,0
Pat Hentgen,34,BAL,AL,2,5,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Felix Heredia,28,CIN,NL,54,3,3,0,1,0,0,0,0,0,0,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,0,0,0,0,0
Matt Herges,33,SFG,NL,27,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,1,0,0,0,0,0
Chad Hermansen,25,LAD,NL,11,27,25,2,4,1,0,0,2,0,0,2,9,0.16,0.222,0.2,0.42200000000000004,5,0,0,0,0,0
Dustin Hermanson,30,SFG,NL,9,14,11,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,3,0,0
Jose Hernandez,33,PIT,NL,58,213,193,19,43,9,1,3,21,1,0,16,56,0.223,0.282,0.326,0.608,63,9,1,0,3,0
Liván Hernández,28,MON,NL,31,82,74,2,14,1,0,0,6,0,0,1,14,0.18899999999999997,0.21100000000000002,0.203,0.413,15,2,1,6,0,0
Michel Hernandez,24,NYY,AL,5,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,1,0,0,0,0,0
Ramon Hernandez,27,OAK,AL,140,536,483,70,132,24,1,21,78,0,0,33,79,0.273,0.331,0.45799999999999996,0.789,221,14,12,2,6,2
Roberto Hernandez,38,ATL,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mike Hessman,25,ATL,NL,19,26,21,2,6,2,0,2,3,0,0,5,6,0.28600000000000003,0.423,0.667,1.09,14,2,0,0,0,1
Richard Hidalgo,28,HOU,NL,141,585,514,91,159,43,4,28,88,9,7,58,104,0.309,0.385,0.5720000000000001,0.9570000000000001,294,10,8,0,5,8
Bobby Higginson,32,DET,AL,130,539,469,61,110,13,4,14,52,8,8,59,73,0.235,0.32,0.369,0.6890000000000001,173,12,3,1,6,3
Bobby Hill,25,PIT,NL,1,4,3,1,1,0,0,0,0,0,0,1,0,0.33299999999999996,0.5,0.33299999999999996,0.833,1,0,0,0,0,0
Koyie Hill,24,LAD,NL,3,3,3,0,1,1,0,0,0,0,0,0,2,0.33299999999999996,0.33299999999999996,0.667,1.0,2,0,0,0,0,0
Shea Hillenbrand,27,ARI,NL,85,354,330,40,88,18,1,17,59,0,0,17,44,0.267,0.302,0.48200000000000004,0.784,159,13,2,0,5,3
AJ Hinch,29,DET,AL,27,82,74,7,15,3,1,3,11,0,0,3,18,0.203,0.247,0.392,0.639,29,3,2,1,2,0
Eric Hinske,25,TOR,AL,124,514,449,74,109,45,3,12,63,12,2,59,104,0.243,0.32899999999999996,0.43700000000000006,0.765,196,11,1,0,5,1
Sterling Hitchcock,32,STL,NL,8,14,12,0,1,0,0,0,0,0,0,0,5,0.083,0.083,0.083,0.16699999999999998,1,0,0,2,0,0
Denny Hocking,33,MIN,AL,83,209,188,22,45,10,2,3,22,0,1,15,37,0.239,0.29100000000000004,0.36200000000000004,0.653,68,3,0,3,3,0
Trey Hodges,25,ATL,NL,49,6,5,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Trevor Hoffman,35,SDP,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Todd Hollandsworth,30,FLA,NL,93,254,228,32,58,23,3,3,20,2,3,22,55,0.254,0.317,0.42100000000000004,0.7390000000000001,96,2,0,2,2,4
Darren Holmes,37,ATL,NL,44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
J.R. House,23,PIT,NL,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1,0,0,0,0,0
Tyler Houston,32,PHI,NL,54,103,97,7,27,6,0,2,14,0,0,6,19,0.278,0.32,0.402,0.722,39,2,0,0,0,1
Ben Howard,24,SDP,NL,6,11,11,1,1,0,0,0,0,0,0,0,5,0.091,0.091,0.091,0.182,1,0,0,0,0,0
Trent Hubbard,39,CHC,NL,10,21,16,2,4,1,0,0,2,1,0,4,3,0.25,0.429,0.313,0.741,5,0,1,0,0,0
Ken Huckaby,32,TOR,AL,5,11,11,1,2,1,0,0,2,0,0,0,2,0.182,0.182,0.273,0.455,3,0,0,0,0,0
Orlando Hudson,25,TOR,AL,142,521,474,54,127,21,6,9,57,5,4,39,87,0.268,0.32799999999999996,0.395,0.723,187,13,5,0,3,1
Tim Hudson,27,OAK,AL,1,3,3,0,1,0,0,0,1,0,0,0,1,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,1,0,0,0,0
Aubrey Huff,26,TBD,AL,162,706,636,91,198,47,3,34,107,2,3,53,80,0.311,0.36700000000000005,0.555,0.922,353,19,8,0,9,17
Tim Hummel,24,CIN,NL,26,94,84,9,19,5,0,2,10,0,0,8,13,0.226,0.29,0.35700000000000004,0.647,30,1,0,1,1,0
Todd Hundley,34,LAD,NL,21,41,33,2,6,1,0,2,11,0,1,8,13,0.182,0.341,0.39399999999999996,0.735,13,0,0,0,0,0
Brian Hunter,32,HOU,NL,56,108,98,13,23,6,1,0,13,0,0,6,21,0.235,0.278,0.316,0.594,31,1,1,0,3,0
Torii Hunter,27,MIN,AL,154,642,581,83,145,31,4,26,102,6,7,50,106,0.25,0.312,0.451,0.762,262,15,5,0,6,7
Adam Hyzdu,31,PIT,NL,51,75,63,16,13,5,0,1,8,0,0,10,21,0.20600000000000002,0.32,0.33299999999999996,0.653,21,2,1,0,1,0
Raul Ibanez,31,KCR,AL,157,671,608,95,179,33,5,18,90,8,4,49,81,0.294,0.345,0.45399999999999996,0.799,276,10,3,1,10,5
Omar Infante,21,DET,AL,69,244,221,24,49,6,1,0,8,6,3,18,37,0.222,0.278,0.258,0.536,57,1,0,3,2,0
Brandon Inge,26,DET,AL,104,366,330,32,67,15,3,8,30,4,4,24,79,0.203,0.265,0.33899999999999997,0.605,112,8,5,4,3,0
Kazuhisa Ishii,29,LAD,NL,25,43,34,1,1,0,1,0,0,0,0,0,16,0.028999999999999998,0.028999999999999998,0.08800000000000001,0.11800000000000001,3,1,0,9,0,0
Jason Isringhausen,30,STL,NL,38,2,2,0,1,0,1,0,3,0,0,0,0,0.5,0.5,1.5,2.0,3,0,0,0,0,0
Cesar Izturis,23,LAD,NL,158,593,558,47,140,21,6,1,40,10,5,25,70,0.251,0.282,0.315,0.597,176,8,0,7,3,8
Damian Jackson,29,BOS,AL,109,172,161,34,42,7,0,1,13,16,8,8,28,0.261,0.294,0.32299999999999995,0.617,52,4,0,2,1,0
Edwin Jackson,19,LAD,NL,4,8,6,0,0,0,0,0,0,0,0,1,2,0.0,0.14300000000000002,0.0,0.14300000000000002,0,0,0,1,0,0
Kevin Jarvis,33,SDP,NL,15,29,22,3,3,0,0,0,2,0,0,4,7,0.136,0.26899999999999996,0.136,0.406,3,1,0,3,0,0
Geoff Jenkins,28,MIL,NL,124,554,487,81,144,30,2,28,95,0,0,58,120,0.29600000000000004,0.375,0.5379999999999999,0.9129999999999999,262,12,6,0,3,10
Jason Jennings,24,COL,NL,31,65,54,3,12,3,0,0,3,0,0,5,16,0.222,0.28300000000000003,0.278,0.561,15,0,0,5,1,0
Ryan Jensen,27,SFG,NL,6,5,5,0,2,0,0,0,2,0,0,0,0,0.4,0.4,0.4,0.8,2,0,0,0,0,0
Derek Jeter,29,NYY,AL,119,542,482,87,156,25,3,10,52,11,5,43,88,0.324,0.39299999999999996,0.45,0.8440000000000001,217,10,13,3,1,2
D'Angelo Jimenez,25,CIN,NL,73,331,290,34,84,13,2,7,31,7,4,34,43,0.29,0.365,0.42100000000000004,0.785,122,4,2,2,3,0
Jose Jimenez,29,COL,NL,62,19,17,3,3,0,0,0,0,0,0,0,10,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.353,3,0,0,2,0,0
Charles Johnson,31,COL,NL,108,414,356,49,82,20,0,20,61,1,3,49,84,0.23,0.32,0.455,0.775,162,8,1,1,7,2
Gary Johnson,27,ANA,AL,5,9,8,1,3,1,0,0,0,0,1,1,1,0.375,0.444,0.5,0.9440000000000001,4,0,0,0,0,0
Jason Johnson,29,BAL,AL,3,6,5,1,1,0,0,0,0,0,0,1,3,0.2,0.33299999999999996,0.2,0.5329999999999999,1,0,0,0,0,0
Jonathan Johnson,28,HOU,NL,3,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Mark Johnson,27,OAK,AL,13,33,27,3,3,1,0,0,3,0,0,3,4,0.111,0.21899999999999997,0.14800000000000002,0.36700000000000005,4,0,1,1,1,0
Nick Johnson,24,NYY,AL,96,406,324,60,92,19,0,14,47,5,2,70,57,0.284,0.42200000000000004,0.47200000000000003,0.894,153,9,8,3,1,4
Randy Johnson,39,ARI,NL,17,38,36,2,7,0,0,1,3,0,0,0,17,0.19399999999999998,0.19399999999999998,0.278,0.47200000000000003,10,0,0,2,0,0
Reed Johnson,26,TOR,AL,114,457,412,79,121,21,2,10,52,5,3,20,67,0.294,0.353,0.42700000000000005,0.78,176,10,20,1,4,1
Rontrez Johnson,26,KCR,AL,8,3,3,3,1,0,0,0,0,0,0,0,2,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,0,0,0,0,0
Andruw Jones,26,ATL,NL,156,659,595,101,165,28,2,36,116,4,3,53,125,0.27699999999999997,0.33799999999999997,0.513,0.851,305,18,5,0,6,2
Chipper Jones,31,ATL,NL,153,656,555,103,169,33,2,27,106,2,2,94,83,0.305,0.402,0.517,0.92,287,10,1,0,6,13
Jacque Jones,28,MIN,AL,136,548,517,76,157,33,1,16,69,13,1,21,105,0.304,0.33299999999999996,0.46399999999999997,0.797,240,10,4,1,5,2
Jason Jones,26,TEX,AL,40,121,107,11,23,6,0,3,11,0,1,10,21,0.215,0.298,0.355,0.653,38,1,3,0,1,0
Todd Jones,35,COL,NL,30,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0
Brian Jordan,36,LAD,NL,66,253,224,28,67,9,0,6,28,1,1,23,30,0.299,0.37200000000000005,0.42,0.7909999999999999,94,3,4,0,2,3
Felix Jose,38,ARI,NL,18,24,18,1,6,1,0,1,6,0,0,6,3,0.33299999999999996,0.5,0.556,1.056,10,1,0,0,0,1
Jimmy Journell,25,STL,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jorge Julio,24,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Eric Junge,26,PHI,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Gabe Kapler,27,BOS,AL,68,172,158,29,46,11,1,4,23,4,2,14,23,0.29100000000000004,0.349,0.449,0.7979999999999999,71,5,0,0,0,0
Eric Karros,35,CHC,NL,114,365,336,37,96,16,1,12,40,1,1,28,46,0.28600000000000003,0.34,0.446,0.7859999999999999,150,14,0,0,1,1
Matt Kata,25,ARI,NL,78,322,288,42,74,16,5,7,29,3,2,25,53,0.257,0.315,0.42,0.736,121,4,1,5,3,0
Austin Kearns,23,CIN,NL,82,338,292,39,77,11,0,15,58,5,2,41,68,0.264,0.364,0.455,0.8190000000000001,133,7,5,0,0,1
Randy Keisler,27,SDP,NL,3,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
David Kelton,23,CHC,NL,10,12,12,1,2,1,0,0,1,0,0,0,5,0.16699999999999998,0.16699999999999998,0.25,0.41700000000000004,3,0,0,0,0,0
Jason Kendall,29,PIT,NL,150,666,587,84,191,29,3,6,58,8,7,49,40,0.325,0.39899999999999997,0.41600000000000004,0.815,244,9,25,1,3,3
Adam Kennedy,27,ANA,AL,143,510,449,71,121,17,1,13,49,22,9,45,73,0.26899999999999996,0.344,0.39899999999999997,0.743,179,7,9,2,5,4
Jeff Kent,35,HOU,NL,130,552,505,77,150,39,1,22,93,6,2,39,85,0.297,0.35100000000000003,0.509,0.86,257,13,5,0,3,2
Masao Kida,34,LAD,NL,3,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,1,0,0,0,0,0
Bobby Kielty,26,TOR,AL,62,225,189,31,44,13,1,4,25,2,1,29,36,0.233,0.342,0.376,0.718,71,6,4,0,3,4
Brooks Kieschnick,31,MIL,NL,69,76,70,12,21,1,0,7,12,0,0,6,13,0.3,0.355,0.614,0.97,43,2,0,0,0,0
Byung-Hyun Kim,24,BOS,AL,4,7,7,0,2,0,0,0,0,0,0,0,0,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.5710000000000001,2,0,0,0,0,0
Sun-Woo Kim,25,MON,NL,4,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Ray King,29,ATL,NL,77,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Gene Kingsale,26,DET,AL,39,140,120,11,25,3,1,1,8,1,3,10,17,0.20800000000000002,0.265,0.275,0.54,33,2,0,8,2,0
Mike Kinkade,30,LAD,NL,88,191,162,25,35,7,0,5,14,1,3,13,38,0.21600000000000003,0.335,0.35200000000000004,0.687,57,8,16,0,0,2
Matt Kinney,26,MIL,NL,32,62,55,3,2,1,0,0,0,0,0,2,27,0.036000000000000004,0.07,0.055,0.125,3,1,0,5,0,0
Danny Klassen,27,DET,AL,22,78,73,9,18,3,1,1,7,0,1,4,26,0.247,0.28600000000000003,0.35600000000000004,0.642,26,1,0,1,0,0
Ryan Klesko,32,SDP,NL,121,474,397,47,100,18,0,21,67,2,5,65,83,0.252,0.354,0.456,0.81,181,11,3,0,9,5
Steve Kline,30,STL,NL,75,3,2,0,1,1,0,0,2,0,0,0,0,0.5,0.5,1.0,1.5,2,0,0,1,0,0
Eric Knott,28,MON,NL,13,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Gary Knotts,26,DET,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Billy Koch,28,CHW,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Danny Kolb,28,MIL,NL,36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Paul Konerko,27,CHW,AL,137,495,444,49,104,19,0,18,65,0,0,43,50,0.23399999999999999,0.305,0.39899999999999997,0.7040000000000001,177,28,4,0,4,7
Graham Koonce,28,OAK,AL,6,8,8,0,1,1,0,0,0,0,0,0,6,0.125,0.125,0.25,0.375,2,0,0,0,0,0
Mike Koplove,26,ARI,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Corey Koskie,30,MIN,AL,131,562,469,76,137,29,2,14,69,11,5,77,113,0.292,0.39299999999999996,0.452,0.845,212,5,7,0,9,5
Mark Kotsay,27,SDP,NL,128,541,482,64,128,28,4,7,38,6,3,56,82,0.266,0.34299999999999997,0.384,0.726,185,8,1,1,1,3
Chad Kreuter,38,TEX,AL,7,21,18,0,2,1,0,0,0,0,0,3,2,0.111,0.23800000000000002,0.16699999999999998,0.405,3,0,0,0,0,0
John Lackey,24,ANA,AL,2,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Pete LaForest,25,TBD,AL,19,51,48,0,8,2,0,0,6,0,0,1,14,0.16699999999999998,0.196,0.20800000000000002,0.40399999999999997,10,1,1,0,1,0
Gerald Laird,23,TEX,AL,19,50,44,9,12,2,1,1,4,0,0,5,11,0.273,0.36,0.43200000000000005,0.792,19,2,1,0,0,0
Tim Laker,33,CLE,AL,52,176,162,17,39,11,0,3,21,2,2,9,38,0.24100000000000002,0.281,0.364,0.645,59,4,0,5,0,1
Mike Lamb,27,TEX,AL,28,42,38,3,5,0,0,0,2,1,0,2,7,0.132,0.19,0.132,0.322,5,1,1,0,1,0
Jason Lane,26,HOU,NL,18,27,27,5,8,2,0,4,10,0,0,0,2,0.29600000000000004,0.29600000000000004,0.815,1.111,22,0,0,0,0,0
Ryan Langerhans,23,ATL,NL,16,15,15,2,4,0,0,0,0,0,0,0,6,0.267,0.267,0.267,0.5329999999999999,4,1,0,0,0,0
Barry Larkin,39,CIN,NL,70,265,241,39,68,16,1,2,18,2,0,22,32,0.282,0.345,0.382,0.726,92,7,1,1,0,0
Greg LaRocca,30,CLE,AL,5,10,9,3,3,1,0,0,0,0,0,1,1,0.33299999999999996,0.4,0.444,0.8440000000000001,4,0,0,0,0,0
Brandon Larson,27,CIN,NL,32,104,89,6,9,1,0,1,9,2,2,13,31,0.10099999999999999,0.212,0.146,0.358,13,2,0,0,2,0
Jason LaRue,29,CIN,NL,118,437,379,52,87,23,1,16,50,3,3,33,111,0.23,0.321,0.42200000000000004,0.743,160,9,20,1,4,4
Chris Latham,30,NYY,AL,4,2,2,3,2,0,0,0,0,1,0,0,0,1.0,1.0,1.0,2.0,2,0,0,0,0,0
Brian Lawrence,27,SDP,NL,32,72,67,7,15,2,0,1,5,0,0,3,18,0.22399999999999998,0.257,0.299,0.556,20,1,0,2,0,0
Matt Lawton,31,CLE,AL,99,429,374,57,93,19,0,15,53,10,3,47,47,0.249,0.34299999999999997,0.42,0.762,157,8,7,0,1,0
Matt LeCroy,27,MIN,AL,107,374,345,39,99,19,0,17,64,0,1,25,82,0.287,0.342,0.49,0.8320000000000001,169,8,4,0,0,1
Ricky Ledee,29,PHI,NL,121,291,255,37,63,15,2,13,46,0,0,34,59,0.247,0.33399999999999996,0.475,0.809,121,4,0,1,1,5
Wil Ledezma,22,DET,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Carlos Lee,27,CHW,AL,158,671,623,100,181,35,1,31,113,18,4,37,91,0.29100000000000004,0.331,0.499,0.83,311,20,4,0,7,2
Derrek Lee,27,FLA,NL,155,643,539,91,146,31,2,31,92,21,8,88,131,0.271,0.379,0.508,0.888,274,9,10,0,6,7
Travis Lee,28,TBD,AL,145,613,542,75,149,37,3,19,70,6,2,64,97,0.275,0.348,0.45899999999999996,0.807,249,13,0,1,6,4
Al Leiter,37,NYM,NL,28,60,53,2,1,0,0,0,0,0,0,2,28,0.019,0.055,0.019,0.073,1,2,0,5,0,0
Jose Leon,26,BAL,AL,21,59,54,6,13,1,0,0,0,0,0,3,18,0.24100000000000002,0.305,0.259,0.564,14,1,2,0,0,0
Curt Leskanic,35,MIL,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Al Levine,35,TBD,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Allen Levrault,25,FLA,NL,17,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Colby Lewis,23,TEX,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Brad Lidge,26,HOU,NL,73,4,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Cory Lidle,31,TOR,AL,2,6,6,1,2,0,0,0,0,0,0,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,2,0,0,0,0,0
Mike Lieberthal,31,PHI,NL,131,561,508,68,159,30,1,13,81,0,0,38,59,0.313,0.373,0.45299999999999996,0.825,230,14,12,0,3,2
Jeff Liefer,28,TBD,AL,9,28,25,4,3,1,0,1,3,0,0,3,13,0.12,0.214,0.28,0.494,7,0,0,0,0,1
Kerry Ligtenberg,32,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ted Lilly,27,OAK,AL,2,5,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jose Lima,30,KCR,AL,1,3,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,1,0,0,1,0,0
